,Company Name,Governance Score 2020-21,Governance Score 2022-23,Governance Score 2023-24,Classification 2020-21,Classification 2022-23,Classification 2023-24,Change Classification,Stock Performance 2019-20,Stock Performance 2020-21,Stock Performance 2021-22,Stock Performance 2022-23,Stock Performance 2023-24,Stock Performance 2019-2024,Stock Performance 2015-2024,All Time Performance,Comparison 2019-20,Comparison 2020-21,Comparison 2021-22,Comparison 2022-23,Comparison 2023-24,Comparison 2019-2024,Comparison 2015-2024,All Time Comparison,Average Classification,Short Term Performance,Long Term Performance,Company Name Original,Ticker,Macro-Economic Sector,Sector,Industry,Basic Industry
809,jindalpolyfilmsltd,,,21.8,,,Adequate,Not Enough Data,-11.29%,287.63%,43.96%,-58.05%,-16.72%,103.08%,164.97%,1018.90%,Better,Better,Better,Worse,Worse,Better,Worse,Data Not Available,Adequate,Better,Worse,jindal poly films limited,JINDALPOLY,Industrials,Capital Goods,Industrial Products,Packaging
810,jindalstainlesshisarltd,,,20.3,,,Below Average,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Below Average,Worse,Worse,jindal stainless hisar limited,,,,,
811,jktyreandindustriesltd,,,17.0,,,Weak,Not Enough Data,-54.70%,220.80%,0.79%,43.88%,202.41%,404.62%,385.56%,7473.44%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,jk tyre and industries limited,JKTYRE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
812,johnsoncontrols-hitachiairconditioningindialtd,,,20.1,,,Below Average,Not Enough Data,14.13%,32.71%,-31.48%,-46.85%,-14.03%,-49.12%,-28.50%,2690.46%,Better,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,johnson controls - hitachi air conditioning india limited,JCHAC,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
813,jswholdingsltd,,,33.2,,,Strong,Not Enough Data,-49.64%,184.76%,14.73%,-8.69%,88.94%,151.35%,589.71%,2489.21%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Strong,Worse,Better,jsw holdings limited,JSWHL,Financial Services,Financial Services,Finance,Investment Company
814,jtektindialtd,,,17.6,,,Weak,Not Enough Data,-62.73%,117.07%,-16.30%,40.10%,73.72%,67.82%,275.01%,2065.56%,Worse,Better,Worse,Better,Better,Worse,Better,Data Not Available,Weak,Better,Better,jtekt india limited,JTEKTINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
815,jubilantindustriesltd,,,20.2,,,Below Average,Not Enough Data,-31.20%,134.59%,140.43%,-22.99%,200.24%,839.57%,1366.31%,475.65%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,jubilant industries limited,JUBLINDS,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
816,jubilantpharmovaltd,,,21.0,,,Below Average,Not Enough Data,-66.01%,259.87%,-44.04%,-37.09%,95.07%,7.22%,428.51%,53989.88%,Worse,Better,Worse,Worse,Better,Worse,Better,Data Not Available,Below Average,Worse,Better,jubilant pharmova limited,JUBLPHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
817,jupiterwagonsltd,,,21.8,,,Adequate,Not Enough Data,-62.23%,91.25%,169.44%,118.74%,296.79%,1681.32%,1943.42%,232.12%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,jupiter wagons limited,JWL,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
818,jyotistructuresltd,,,14.3,,,Weak,Not Enough Data,-21.21%,206.25%,436.14%,-71.39%,220.77%,1163.64%,-18.87%,-4.92%,Better,Better,Better,Worse,Better,Better,Worse,Data Not Available,Weak,Better,Worse,jyoti structures limited,JYOTISTRUC,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
819,kabraextrusiontechnikltd,,,19.2,,,Below Average,Not Enough Data,-47.62%,386.68%,154.11%,4.92%,-41.72%,273.22%,353.52%,14101.67%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,kabra extrusion technik limited,KABRAEXTRU,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
820,kalyaniinvestmentcompanyltd,,,33.1,,,Strong,Not Enough Data,-39.69%,85.30%,2.18%,8.37%,105.64%,128.85%,65.84%,4963.83%,Worse,Worse,Worse,Better,Better,Better,Worse,Data Not Available,Strong,Worse,Worse,kalyani investment company limited,KICL,Financial Services,Financial Services,Finance,Investment Company
821,kalyanisteelsltd,,,20.8,,,Below Average,Not Enough Data,-36.62%,215.18%,-0.87%,0.17%,181.65%,359.47%,634.91%,4551.51%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,kalyani steels limited,KSL,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
822,kamaholdingsltd,,,31.8,,,Strong,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Strong,Worse,Worse,kama holdings limited,,,,,
823,kamdhenultd,,,19.3,,,Below Average,Not Enough Data,-72.11%,195.63%,65.20%,153.31%,68.52%,494.37%,2543.54%,2654.81%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,kamdhenu limited,KAMDHENU,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
824,kaveriseedcompanyltd,,,20.6,,,Below Average,Not Enough Data,-24.81%,74.69%,11.35%,-12.58%,21.73%,41.66%,-36.89%,1440.34%,Better,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,kaveri seed company limited,KSCL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
825,kcpltd,,,20.7,,,Below Average,Not Enough Data,-48.24%,109.33%,33.79%,-13.20%,81.47%,115.82%,221.81%,14070.09%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,kcp limited,KCP,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
826,kddlltd,,,19.0,,,Weak,Not Enough Data,-72.74%,123.00%,251.52%,15.63%,136.79%,484.13%,1261.00%,1261.00%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,kddl limited,KDDL,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
827,kesoramindustriesltd,,,21.7,,,Adequate,Not Enough Data,-71.55%,247.77%,-21.17%,11.94%,199.74%,210.19%,84.58%,804.31%,Worse,Better,Worse,Better,Better,Better,Worse,Data Not Available,Adequate,Better,Worse,kesoram industries limited,KESORAMIND,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
828,kewalkiranclothingltd,,,22.4,,,Adequate,Not Enough Data,-48.94%,23.85%,12.36%,108.60%,66.52%,199.80%,105.60%,1942.58%,Worse,Worse,Worse,Better,Better,Better,Worse,Data Not Available,Adequate,Worse,Worse,kewal kiran clothing limited,KKCL,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
829,kingfascienceandtechnologyindialtd,,,19.1,,,Below Average,Not Enough Data,-44.99%,63.46%,94.65%,18.48%,47.29%,194.10%,625.13%,6645.21%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,kingfa science and technology india limited,KINGFA,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
830,kiriindustriesltd,,,16.1,,,Weak,Not Enough Data,-39.64%,97.72%,9.42%,-46.18%,3.91%,-32.88%,141.89%,98.37%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,kiri industries limited,KIRIINDUS,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
831,kirloskarbrothersltd,,,20.5,,,Below Average,Not Enough Data,-48.52%,207.32%,34.74%,37.13%,180.46%,567.41%,538.06%,231.65%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,kirloskar brothers limited,KIRLOSBROS,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
832,kitexgarmentsltd,,,24.5,,,Adequate,Not Enough Data,-14.76%,18.98%,140.50%,-41.83%,24.10%,84.04%,-47.00%,345.64%,Better,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,kitex garments limited,KITEX,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
833,kokuyocamlinltd,,,18.6,,,Weak,Not Enough Data,-58.82%,40.41%,0.60%,7.71%,55.95%,13.59%,57.38%,585.81%,Worse,Worse,Worse,Better,Better,Worse,Worse,Data Not Available,Weak,Worse,Worse,kokuyo camlin limited,KOKUYOCMLN,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
834,kolte-patildevelopersltd,,,42.3,,,Strong,Not Enough Data,-52.40%,104.48%,19.59%,-11.49%,86.46%,86.39%,147.70%,241.33%,Worse,Better,Better,Worse,Better,Worse,Worse,Data Not Available,Strong,Better,Worse,kolte - patil developers limited,KOLTEPATIL,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
835,kpigreenenergyltd,,,18.8,,,Weak,Not Enough Data,Data Not Available,Data Not Available,340.49%,86.85%,426.39%,3544.74%,3544.74%,3544.74%,Data Not Available,Data Not Available,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,kpi green energy limited,KPIGREEN,Utilities,Power,Power,Power Generation
836,krishanaphoschemltd,,,17.3,,,Weak,Not Enough Data,-3.58%,88.87%,214.26%,91.93%,0.32%,873.78%,1287.64%,1287.64%,Better,Worse,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,krishana phoschem limited,KRISHANA,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
837,ksbltd,,,15.9,,,Weak,Not Enough Data,-36.17%,111.87%,67.05%,81.65%,87.23%,503.73%,514.04%,14150.67%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,ksb limited,KSB,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
838,kuantumpapersltd,,,25.1,,,Adequate,Not Enough Data,-36.22%,124.83%,14.94%,39.24%,31.48%,252.96%,252.96%,252.96%,Worse,Better,Worse,Better,Worse,Better,Better,Data Not Available,Adequate,Worse,Better,kuantum papers limited,KUANTUM,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
839,landtfinanceholdingsltd,,,33.4,,,Strong,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Strong,Worse,Worse,l&t finance holdings limited,,,,,
840,laopalargltd,,,20.1,,,Below Average,Not Enough Data,-27.33%,60.84%,59.55%,-5.30%,-10.95%,50.14%,64.80%,8518.63%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,la opala rg limited,LAOPALA,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer
841,lgbalakrishnanandbrosltd,,,20.3,,,Below Average,Not Enough Data,-57.32%,78.32%,80.22%,31.15%,71.26%,254.03%,481.02%,1691.88%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,lg balakrishnan and bros limited,LGBBROSLTD,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
842,lloydsengineeringworksltd,,,17.5,,,Weak,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,16.37%,16.37%,16.37%,16.37%,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,lloyds engineering works limited,LLOYDSENGG,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
843,ltfoodsltd,,,22.3,,,Adequate,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,15.69%,15.69%,15.69%,15.69%,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,lt foods limited,LTFOODS,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
844,lumaxautotechnologiesltd,,,17.7,,,Weak,Not Enough Data,-61.96%,213.57%,6.36%,60.41%,79.98%,290.76%,971.19%,3436.47%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,lumax auto technologies limited,LUMAXTECH,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
845,lumaxindustriesltd,,,18.6,,,Weak,Not Enough Data,-50.82%,121.01%,-46.29%,91.11%,41.97%,41.17%,748.74%,8791.02%,Worse,Better,Worse,Better,Better,Worse,Better,Data Not Available,Weak,Better,Better,lumax industries limited,LUMAXIND,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
846,luxindustriesltd,,,22.1,,,Adequate,Not Enough Data,-26.67%,85.59%,26.68%,-51.26%,-16.43%,-15.96%,56.48%,56.48%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,lux industries limited,LUXIND,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
847,madhyabharatagroproductsltd,,,17.8,,,Weak,Not Enough Data,21.40%,53.18%,381.21%,194.84%,-20.14%,1703.03%,3378.89%,3378.89%,Better,Worse,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,madhya bharat agro products limited,MBAPL,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
848,madrasfertilizersltd,,,14.9,,,Weak,Not Enough Data,-40.87%,177.05%,80.47%,57.40%,38.46%,289.42%,387.95%,468.42%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,madras fertilizers limited,MADRASFERT,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
849,mahanagartelephonenigamltd,,,26.8,,,Adequate,Not Enough Data,-51.60%,207.38%,17.40%,-23.84%,73.54%,162.40%,81.72%,-69.61%,Worse,Better,Worse,Worse,Better,Better,Worse,Data Not Available,Adequate,Worse,Worse,mahanagar telephone nigam limited,MTNL,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
850,maithanalloysltd,,,15.8,,,Weak,Not Enough Data,-27.52%,67.52%,133.21%,-43.60%,13.00%,105.64%,1031.63%,1503.93%,Worse,Worse,Better,Worse,Worse,Better,Better,Data Not Available,Weak,Worse,Better,maithan alloys limited,MAITHANALL,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
851,maninfraconstructionltd,,,22.3,,,Adequate,Not Enough Data,-54.64%,180.26%,278.82%,-35.17%,182.53%,791.16%,820.98%,465.15%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,man infraconstruction limited,MANINFRA,Industrials,Construction,Construction,Civil Construction
852,manalipetrochemicalsltd,,,16.2,,,Weak,Not Enough Data,-59.75%,557.01%,76.72%,-42.22%,-5.61%,143.34%,367.42%,2712.99%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Weak,Worse,Better,manali petrochemicals limited,MANALIPETC,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
853,mangalamcementltd,,,20.8,,,Below Average,Not Enough Data,-45.09%,118.13%,42.87%,-30.93%,188.67%,172.47%,190.24%,6188.77%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,mangalam cement limited,MANGLMCEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
854,mangalamorganicsltd,,,18.0,,,Weak,Not Enough Data,Data Not Available,Data Not Available,-0.90%,-61.66%,-26.73%,-69.90%,-69.90%,-69.90%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,mangalam organics limited,MANORG,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
855,mangalorechemicalsandfertilizersltd,,,20.5,,,Below Average,Not Enough Data,-34.25%,332.39%,12.10%,23.01%,0.85%,188.80%,33.54%,348.21%,Worse,Better,Worse,Better,Worse,Better,Worse,Data Not Available,Below Average,Worse,Worse,mangalore chemicals & fertilizers limited,MANGCHEFER,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
856,marathonnextgenrealtyltd,,,43.9,,,Strong,Not Enough Data,-67.37%,47.17%,81.43%,165.92%,80.89%,305.65%,351.71%,351.71%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,marathon nextgen realty limited,MARATHON,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
857,masfinancialservicesltd,,,31.2,,,Strong,Not Enough Data,-0.97%,64.31%,-39.03%,44.13%,5.02%,63.49%,35.43%,35.43%,Better,Worse,Worse,Better,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,mas financial services limited,MASFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
858,mastekltd,,,37.9,,,Strong,Not Enough Data,-53.57%,546.47%,175.80%,-48.73%,59.63%,541.15%,649.95%,2124.29%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,mastek limited,MASTEK,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
859,maxindialtd,,,31.7,,,Strong,Not Enough Data,Data Not Available,-15.59%,16.06%,9.04%,153.74%,165.92%,165.92%,165.92%,Data Not Available,Worse,Worse,Better,Better,Better,Worse,Data Not Available,Strong,Better,Worse,max india limited,MAXIND,Financial Services,Financial Services,Finance,Holding Company
860,maxventuresandindustriesltd,,,33.2,,,Strong,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Strong,Worse,Worse,max ventures and industries limited,,,,,
861,medicamenbiotechltd,,,22.2,,,Adequate,Not Enough Data,Data Not Available,Data Not Available,16.10%,-4.38%,-38.40%,-30.28%,-30.28%,-30.28%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,medicamen biotech limited,MEDICAMEQ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
862,meghmaniorganicsltd,,,16.3,,,Weak,Not Enough Data,Data Not Available,Data Not Available,18.24%,-18.83%,-5.03%,-7.53%,-7.53%,-7.53%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,meghmani organics limited,MOL,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
863,mirzainternationalltd,,,24.2,,,Adequate,Not Enough Data,-31.54%,39.72%,227.96%,-77.95%,-84.28%,-20.48%,-44.30%,3116.93%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,mirza international limited,MIRZAINT,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
864,mishradhatunigamltd,,,9.7,,,Weak,Not Enough Data,31.74%,23.45%,-9.36%,11.89%,112.89%,207.13%,380.22%,380.22%,Better,Worse,Worse,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,mishra dhatu nigam limited,MIDHANI,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
865,mmforgingsltd,,,16.5,,,Weak,Not Enough Data,-68.73%,167.21%,82.18%,-3.27%,3.40%,67.03%,206.38%,2549.91%,Worse,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Weak,Worse,Better,mm forgings limited,MMFL,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
866,mmtcltd,,,19.1,,,Below Average,Not Enough Data,-55.30%,299.53%,3.04%,-40.13%,117.51%,141.51%,104.79%,-94.09%,Worse,Better,Worse,Worse,Better,Better,Worse,Data Not Available,Below Average,Worse,Worse,mmtc limited,MMTC,Services,Services,Commercial Services & Supplies,Trading & Distributors
867,moilltd,,,17.3,,,Weak,Not Enough Data,-31.60%,71.56%,33.80%,-14.05%,88.54%,112.71%,168.65%,81.38%,Worse,Worse,Better,Worse,Better,Better,Better,Data Not Available,Weak,Worse,Better,moil limited,MOIL,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
868,mold-tekpackagingltd,,,20.1,,,Below Average,Not Enough Data,-34.61%,173.44%,87.49%,27.42%,-15.40%,207.42%,717.61%,637.95%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,mold-tek packaging limited,MOLDTKPAC,Industrials,Capital Goods,Industrial Products,Packaging
869,monarchnetworthcapitalltd,,,30.9,,,Strong,Not Enough Data,Data Not Available,Data Not Available,22.18%,-2.28%,161.88%,238.03%,238.03%,238.03%,Data Not Available,Data Not Available,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,monarch networth capital limited,MONARCH,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
870,montecarlofashionsltd,,,25.5,,,Adequate,Not Enough Data,-64.04%,71.69%,138.04%,26.24%,8.62%,90.32%,59.54%,36.49%,Worse,Worse,Better,Better,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,monte carlo fashions limited,MONTECARLO,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
871,morepenlaboratoriesltd,,,19.9,,,Below Average,Not Enough Data,-45.27%,319.61%,9.43%,-36.69%,68.20%,140.97%,275.45%,80.35%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Below Average,Worse,Better,morepen laboratories limited,MOREPENLAB,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
872,mpsltd,,,31.2,,,Strong,Not Enough Data,-50.58%,143.89%,29.52%,71.81%,48.86%,292.56%,128.02%,1210.14%,Worse,Better,Better,Better,Better,Better,Worse,Data Not Available,Strong,Better,Worse,mps limited,MPSLTD,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning
873,mukandltd,,,18.9,,,Weak,Not Enough Data,-78.00%,536.92%,150.47%,10.29%,10.96%,154.95%,225.83%,1123.53%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Weak,Better,Better,mukand limited,MUKANDLTD,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
874,munjalshowaltd,,,16.2,,,Weak,Not Enough Data,-63.48%,125.34%,-30.71%,-17.38%,93.68%,16.88%,15.17%,6284.16%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Weak,Worse,Worse,munjal showa limited,MUNJALSHOW,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
875,musicbroadcastltd,,,40.2,,,Strong,Not Enough Data,-69.27%,62.98%,8.40%,-53.94%,53.81%,-66.69%,-72.93%,-72.93%,Worse,Worse,Worse,Worse,Better,Worse,Worse,Data Not Available,Strong,Worse,Worse,music broadcast limited,RADIOCITY,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
876,muthootcapitalservicesltd,,,31.6,,,Strong,Not Enough Data,-72.13%,44.06%,-32.88%,-7.99%,-1.21%,-70.19%,104.57%,104.57%,Worse,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,muthoot capital services limited,MUTHOOTCAP,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
877,naclindustriesltd,,,19.1,,,Below Average,Not Enough Data,-28.77%,107.29%,117.72%,1.45%,-33.46%,87.39%,91.11%,91.11%,Worse,Better,Better,Better,Worse,Worse,Worse,Data Not Available,Below Average,Better,Worse,nacl industries limited,NACLIND,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
878,nagarjunafertilizersandchemicalsltd,,,19.0,,,Weak,Not Enough Data,-56.83%,137.74%,119.49%,-29.50%,5.92%,28.78%,-62.00%,38.55%,Worse,Better,Better,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,nagarjuna fertilizers and chemicals limited,NAGAFERT,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
879,naharspinningmillsltd,,,20.5,,,Below Average,Not Enough Data,-69.90%,315.37%,386.42%,-53.22%,10.02%,217.97%,239.72%,667.92%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,nahar spinning mills limited,NAHARSPING,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
880,nalwasonsinvestmentsltd,,,30.3,,,Strong,Not Enough Data,-35.68%,144.56%,77.89%,41.77%,59.22%,266.73%,426.70%,2329.75%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,nalwa sons investments limited,NSIL,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
881,nationalfertilizersltd,,,17.1,,,Weak,Not Enough Data,-43.01%,223.95%,-7.82%,39.60%,20.14%,182.82%,302.54%,281.02%,Worse,Better,Worse,Better,Worse,Better,Better,Data Not Available,Weak,Worse,Better,national fertilizers limited,NFL,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
882,navaltd,,,18.1,,,Weak,Not Enough Data,-65.60%,98.01%,105.83%,83.05%,110.45%,424.83%,569.50%,27752.67%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,nava limited,NAVA,Utilities,Power,Power,Power Generation
883,navkarcorporationltd,,,38.5,,,Strong,Not Enough Data,-55.54%,114.09%,-15.18%,49.01%,92.25%,128.64%,-45.34%,-45.34%,Worse,Better,Worse,Better,Better,Better,Worse,Data Not Available,Strong,Better,Worse,navkar corporation limited,NAVKARCORP,Services,Services,Transport Services,Logistics Solution Provider
884,nclindustriesltd,,,21.9,,,Adequate,Not Enough Data,-60.96%,209.01%,12.54%,3.87%,9.45%,43.43%,369.29%,731.21%,Worse,Better,Worse,Better,Worse,Worse,Better,Data Not Available,Adequate,Worse,Better,ncl industries limited,NCLIND,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
885,nelcoltd,,,26.6,,,Adequate,Not Enough Data,-46.34%,49.02%,270.94%,-21.45%,31.24%,180.92%,922.15%,1377.60%,Worse,Worse,Better,Worse,Worse,Better,Better,Data Not Available,Adequate,Worse,Better,nelco limited,NELCO,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
886,neogenchemicalsltd,,,16.5,,,Weak,Not Enough Data,30.06%,154.54%,118.40%,-22.24%,-7.00%,359.97%,359.97%,359.97%,Better,Better,Better,Worse,Worse,Better,Better,Data Not Available,Weak,Better,Better,neogen chemicals limited,NEOGEN,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
887,nescoltd,,,44.5,,,Strong,Not Enough Data,9.27%,29.88%,2.94%,0.83%,62.37%,88.77%,171.73%,754.13%,Better,Worse,Worse,Better,Better,Worse,Better,Data Not Available,Strong,Better,Better,nesco limited,NESCO,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
888,neulandlaboratoriesltd,,,22.9,,,Adequate,Not Enough Data,-57.40%,631.85%,-47.62%,56.19%,287.10%,862.20%,1858.93%,7137.56%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,neuland laboratories limited,NEULANDLAB,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
